,Measured angle,Predicted angle
223,8.713909367433017,51.69
224,47.94592734014765,48.24
225,73.86251122207258,66.25
226,94.41778716649421,24.01
227,34.76049392081752,31.19
228,53.914532734792765,57.13
229,28.67649992173186,24.84
230,59.85648855062629,47.04
231,33.81944637427546,39.31
232,40.87612386538488,52.2
233,46.632118972816755,47.16
234,59.89713941281493,59.75
235,79.24464970311732,71.37
236,69.26954805808847,46.3
237,54.55636613862945,53.78
238,54.623471724678176,36.83
239,58.98598343003986,50.26
240,44.969075621139325,42.25
241,34.624124374624984,34.69
242,53.72271775377227,53.8
243,94.72943177767924,98.78
244,43.72333579348571,42.73
245,75.72762946569993,73.71
246,74.04464131200629,77.84
247,77.5756462750799,79.94
248,54.93163821348509,47.19
249,47.69332035252032,35.87
250,70.06233203846449,46.83
251,45.44698506309292,36.26
252,61.271373191979045,55.1
253,45.28181744891701,43.02
254,60.02337834281093,49.67
255,42.50793512441104,38.64
256,51.71000523926278,44.94
257,36.39888741878566,36.35
258,51.231446627915645,37.18
259,30.233159533696288,35.72
260,49.37960404783755,24.77
261,31.001064648086693,24.62
262,46.40673830009579,50.86
263,17.71412304937486,21.15
264,71.00117949933565,59.22
265,71.00633126553952,78.56
266,51.3468451808289,39.49
267,34.494066605338496,47.61
268,45.0808053421873,43.42
269,38.15918428089702,43.37
270,59.52529285011322,37.16
271,31.680987827847765,30.71
272,43.212231146926676,35.34
273,45.25253284257931,41.56
274,49.338475663172595,48.1
275,69.59470103965587,65.03
276,29.018413049747302,37.95
277,24.458533270465246,44.35
278,41.358650931364856,34.28
279,41.67907032243213,46.33
280,52.202267724419535,43.06
281,29.009844638164452,61.48
282,24.433342669280986,21.41
283,67.35917699236656,78.18
284,72.54639678049928,60.93
285,35.94197974386881,32.79
286,37.248254968916676,28.05
287,53.695317875473016,46.09
288,50.21801466185973,50.1
